Firm,year,CASH_ASSET,SIZE,MTB,LEV,DIV,CFO,VOL,RD,LIQ,CAPEX,TANG,AGE,SG
CBAK,2017,0.070194801,5.031293764,1.238246501,0.222854941,0,-0.121895632,0.004329432,0.02979015,-0.277024247,0.069058519,0.413802561,12,4.508994958
KRIUF,2017,0.010794595,5.440992453,1.630449688,0.622999857,1,0.103675798,0.002379994,0,0.001023102,0,0.029508345,15,0.051642786
NPO,2017,0.100365834,7.542266484,1.578651323,0.327925349,1,0.094745772,0.037685015,0.024969456,0.192036477,0.090451196,0.337203754,15,0.102635346
NXST,2017,0.015458094,8.920208234,1.270518938,0.583088189,1,0.106944367,0.022547363,0,0.036069999,0.105625272,0.146160331,16,1.204485175
WYNN,2017,0.234293341,9.447918364,2.294612319,0.72318047,1,0.126791207,0.03485466,0,-0.116526054,0.09895094,0.95707994,17,0.411990291
SITO,2017,0.131860508,3.309995418,6.071929889,0.000641645,0,-0.082453898,0.054550739,0,-0.17454811,0.080226401,0.031623151,15,0.460903252
FTFT,2017,0.02405601,5.25059663,1.051326306,0.240649255,0,-0.032562408,0.043717204,0,-0.317631634,-0.233107825,0.358113069,15,-0.655799623
SWSSF,2017,0.227226554,4.288375079,1.180969965,0.171617615,1,0.095870854,0.007450921,0,0.317098616,0.153017241,0.698852405,17,0.022312547
CAAS,2017,0.17519575,6.575590353,0.794308368,0.218667102,0,0.036710535,0.011136632,0.067213959,0.046642662,0.084724877,0.365435362,14,0.080106049
CSEAF,2017,0.046069427,6.647532719,1.393335603,0.576891345,1,0.126578715,0.02838183,0.003813014,0.106633977,0.127760482,0.711095112,15,0.015501569
DKS,2017,0.024085269,8.343777222,1.242523134,0.015529721,1,0.173050798,0.004265916,0,0.114135338,0.140148085,0.803520698,17,0.084384323
ICTV,2017,0.091358025,2.622492313,2.189511983,0.130501089,0,-0.328031954,0.125552664,0.008996122,0.125490196,0.158169935,0.081118373,17,0.873726845
SVA,2017,0.387555603,5.701175747,2.003379331,0.110290456,0,0.167766753,0.120944156,0.117519186,-0.015436854,0.073892366,0.409442582,16,1.407063274
HOS,2017,0.067481846,7.926197463,0.522403602,0.390348004,0,0.005637663,0.003088385,0,0.00459753,0.043123605,1.133534955,17,-0.146621251
CRI,2017,0.086312421,7.634336752,3.265886115,0.298504013,1,0.255903896,0.001790925,0,0.246881647,0.065148968,0.378190222,16,0.062181389
SAIA,2017,0.004877812,6.874867351,2.266223116,0.137360008,0,0.187729616,0.005158475,0,0.032714409,0.284349561,1.33312458,17,0.131334834
NGS,2017,0.232000268,5.698133214,1.268636653,0.001397875,0,0.076661862,0.019919999,0,0.105812745,0.113982099,1.112520532,16,-0.055279538
TFIFF,2017,0,8.223527385,1.406019764,0.404489933,1,0.143205009,0.025784512,0,0.031296578,0.030580841,0.477606135,16,0.177832052
STX,2017,0.274384981,9.134322886,2.170145878,0.541756582,1,0.213746224,0.024492856,0.114381209,-0.013810962,0.053733276,1.039382823,16,-0.034856631
TWIRF,2017,0.012350297,4.895456365,1.148835661,0.39049678,1,0.056724591,0.069689134,0,0.251733605,0.059006141,0.661948968,15,0.014927374
NEPH,2017,0.44029701,1.606032119,5.60312649,0.334136063,0,-0.402970098,0.41186622,0.263061171,-0.051374674,0.045755569,0.163957455,16,0.641810345
CSUWF,2017,0.015457081,7.603707522,1.791102408,0.52705949,1,0.143418138,0.000332691,0,-0.013081255,0.13700615,0.640596564,15,0.262701664
TS,2017,0.105744128,9.574859728,1.508656938,0.067081843,1,0.065429694,0.012883603,0.012044994,0.124163143,0.099179287,0.920022186,17,0.231720201
EIFZF,2017,0.041341827,7.466912104,1.307950174,0.48503742,1,0.142178382,0.00498232,0,0.095874278,0.155349569,0.645880367,11,0.136835513
NFEC,2017,0.006806169,3.724077665,0.517844476,0.174353776,0,-0.006057973,0.004868074,0.00858016,0.104699153,0.052904689,0.653247411,9,0.408376097
PMGYF,2017,0.103906229,5.901457779,0.740783708,0.349150641,0,0.101698717,0.014946913,0,-0.122663238,0.301146155,2.027699209,17,-0.151598144
YOOIF,2017,0.35659824,1.226712291,5.766428152,0.17771261,0,0.248387097,0.35939705,0.03291966,0.218475073,0.047800587,0.258357771,7,0.434326401
HSON,2017,0.191114296,4.715279409,1.241452436,0.064555715,0,0.050573271,0.035010619,0,0.135524901,0.043219276,0.366517377,16,0.080372519
MBPFY,2017,0.054070259,8.797534587,0.914215882,0.417577881,1,0.085459635,0.000755885,0,-0.110368412,0.058842915,1.02693404,16,0.076137166
CSQPF,2017,0.028210989,6.242330264,1.020423885,0.359187247,1,0.095874955,0.00200211,0,0.260810614,0.009347249,0.205966288,9,0.100317225
GHIFF,2017,0.094454601,5.100475998,1.9488117,0.157221207,1,0.170627666,0.006547766,0,-0.073735527,0.021328458,0.692870201,14,0.013372957
QEP,2017,0,8.908532329,0.798300157,0.298155461,0,0.091523773,0.134242969,0,-0.055701304,-0.098826202,1.882971818,16,0.178491032
PRKA,2017,0.310826542,2.332920293,2.0801591,0.300931315,0,0.247283663,0.038181381,0,-0.006111758,0.072467986,0.931315483,4,0.241146041
PRSC,2017,0.151118465,6.556906189,1.644645315,0.004238095,1,0.100637703,0.002380583,0,-0.052552941,0.062357085,0.156785354,16,0.02849662
CRHM,2017,0.062922333,5.290542218,1.634117994,0.311235519,0,0.230464951,0.01059323,0,0.038377232,0.120588962,0.029508345,7,0.279331249
NUVSF,2017,0,7.078694806,1.448351788,0.163015764,0,0.193998916,0.057750181,0,-0.018178232,0.328834923,1.4628879,14,0.620855544
QTEYF,2017,0.164980158,5.380883043,1.775057225,0.063996796,0,-0.05865644,0.008899139,0,-0.120563131,0.177014373,1.389482262,11,0.252347998
ATSG,2017,0.021111874,7.345264125,1.627112853,0.368091945,0,0.163445124,0.003698759,0,-0.021220988,0.275406045,1.293860453,16,0.389311587
TROV,2017,0.66959707,2.508379006,1.791822548,0.108424908,1,-0.877584818,0.477138315,4.406137022,-0.22002442,-0.003093203,0.366056166,7,0.325459318
WLL,2017,0.104650178,9.03634811,0.819418501,0.443105312,0,0.001002376,0.042462912,0,-0.147932164,-0.109903518,1.360005684,16,0.149933208
LKQ,2017,0.029867601,9.144934488,1.894000198,0.363406268,0,0.1175181,0.0023276,0,0.236967474,0.047207221,0.162188722,16,0.134304967
TRCK,2017,0.041243616,3.894815807,1.102347041,0.686735711,0,0.028852219,0.032011239,0.060046422,-0.458497138,0.103770322,0.225486805,5,0.093145547
CWEGF,2017,0,7.235705593,0.712048814,0.227530041,0,0.088922427,0.052531056,0,-0.020744604,0.223403596,1.739276864,14,0.51405463
XPER,2017,0.180799694,7.012136916,1.686955597,0.522206727,1,0.094901552,0.014518006,0.283221667,-0.046843131,0.105656274,0.050467377,16,0.439839732
SNX,2017,0.073000987,8.948784161,1.403953867,0.248229596,1,0.087501426,0.007918715,0,0.147634885,0.035523683,0.087832008,16,0.212195818
CALD,2017,0.33635045,6.103558095,4.679860743,0.018091528,0,0.006537087,0.00885773,0.148883208,-0.187280281,0.109849882,0.206442327,16,0.224329763
CONN,2017,0.0505882,7.550029603,1.306440502,0.57397547,0,0.079647559,0.022948451,0,0.431264958,0.023606389,0.16467233,15,-0.049890333
ACOR,2017,0.256666074,7.088382902,1.39719663,0.279740127,0,0.124540785,0.081969389,0.719754134,-0.008130427,0.040614573,0.072344109,14,0.132189892
UTI,2017,0.411303092,5.6135003,0.760100984,0.157390315,1,0.059631086,0.041051913,0,-0.190812179,0.082472948,1.059291796,15,-0.06591751
CMHXF,2017,0.153235242,4.570340618,1.131214471,0.095685308,0,0.065947379,0.001388954,0.060173506,0.121095085,0.061764188,0.077523634,16,0.014259415
CMP,2017,0.014235706,7.852050207,1.680464022,0.529949436,1,0.110385064,0.00224624,0,0.168378063,0.111979774,0.752392065,16,0.198945518
KRO,2017,0.177428196,7.509006445,2.223686988,0.260085508,1,0.207739531,0.079636163,0,0.278064021,0.136483227,0.841427319,14,0.267316573
CTRP,2017,0.296958833,10.12287988,1.434920409,0.281005661,0,0.023507617,0.020782578,0.308414768,-0.191639175,0.010748926,0.044886464,16,0.486187795
CPXGF,2017,0.021883193,7.525730537,1.890664835,0.313094016,1,0.125706675,0.005022244,0,-0.167504506,0.152844918,0.812430465,14,0.051910742
SGQRF,2017,0.024838112,5.78736353,1.10999859,0.381564424,0,0.146781255,0.10711267,0,-0.458497138,0.068060291,2.032131477,10,0.929557184
CRM,2017,0.21521883,9.95274437,4.104473626,0.096342174,0,0.046985355,0.004717906,0.148193819,-0.255159568,0.055663542,0.161950408,15,0.2488122
INTX,2017,0.188084942,3.839000598,2.15915833,0.463671766,0,-0.117235741,0.084229819,0,-0.138514168,0.226446352,0.970115536,15,-0.091323109
VFFIF,2017,0.049818149,5.182726925,2.242055363,0.271401149,0,0.043172736,0.017497492,0,0.114711957,-0.106596022,1.079559741,14,-0.050292896
CYTK,2017,0.807514093,5.686331081,2.119162003,0.462762457,0,-0.378128286,0.329417547,4.406137022,-0.091720091,0.011393779,0.088850446,15,-0.655799623
SP,2017,0.029885961,6.637126961,1.671244855,0.201599161,0,0.135797614,0.011381297,0,-0.107746756,0.028575174,0.137108402,16,-0.015475085
SMI,2017,0.239234528,9.385842983,1.27246928,0.277976391,0,0.088209449,0.012347423,0.13772554,-0.049427564,0.217496384,1.289771548,15,0.064167279
BGS,2017,0.057990395,8.177807354,1.409043894,0.622732473,1,0.092252596,0.009398281,0,0.134399858,0.03010639,0.132786002,15,0.198956052
CHHHF,2017,0,4.973355629,1.588791718,0.563507276,0,0.115050065,0.012669577,0,-0.458497138,0.113271654,0.226951582,6,0.009583958
GOOGL,2017,0.516338478,10.91680745,3.936629981,0.020117084,0,0.181357865,0.002367893,0.149970682,-0.008849692,0.096398794,0.302323931,15,0.2280109
MORN,2017,0.251333855,7.248290678,3.362509469,0.128050082,1,0.185672619,0.000929022,0,-0.104360817,0.108344597,0.307391335,14,0.14162284
TXRH,2017,0.113419053,7.193402533,3.187023612,0.039071923,1,0.221403809,0.000547678,0,-0.168218196,0.185026112,1.082092373,15,0.114942177
CWXZF,2017,0.00932138,6.584097782,1.293185607,0.315157747,1,0.085361673,0.001384036,0,0.285012536,0.030186676,0.271606832,12,0.161151635
AGGZF,2017,0.069607676,7.03638945,1.501036461,0.518816046,1,0.093070799,0.003077641,0,0.002105913,0.120925124,0.320810992,15,0.419661936
MICT,2017,0.080653841,3.392223907,1.31294632,0.173819454,0,-0.112572313,0.044463668,0.106936731,0.02233284,-0.010056505,0.100127808,6,-0.192632319
CVGI,2017,0.135914753,5.951652459,1.645959577,0.434324172,0,0.132909976,0.018190596,0.010195556,0.25666514,0.061414508,0.552002144,15,0.140639348
NWY,2017,0.300069977,5.71358758,1.318082164,0.056938961,0,0.094139083,0.03467263,0,-0.086227043,0.044452,1.309467381,14,-0.002381924
BECN,2017,0.04007761,8.146001096,1.734821822,0.221586134,0,0.100971806,0.004510572,0,0.198997726,0.044094358,0.103903197,15,0.06046872
SFL,2017,0.081954608,8.010386813,1.174109968,0.578873351,1,0.080227564,0.007752478,0,-0.090603111,0.051942809,0.749231595,14,-0.07766781
HY,2017,0.13356393,7.407257029,1.507609127,0.176406335,1,0.076582317,0.008663226,0.036219326,0.13283573,0.060197828,0.441653013,15,0.122776978
WLK,2017,0.1268632,9.398975291,1.738067203,0.317737661,1,0.150629347,0.032306868,0,-0.00298112,0.080134896,0.724577675,15,0.584291145
LPL,2017,0.115249645,10.21529799,0.867539362,0.192152878,1,0.194658926,0.014547389,0.043664013,-0.063979517,0.457572476,1.812340546,15,0.182423439
JVA,2017,0.05815,3.688879454,0.99409952,0.210175,0,0.049625,0.04991772,0,0.457,0.041725,0.199925,14,-0.023053149
PRRSF,2017,0.575746092,3.049746862,1.781188063,0.001136902,0,-0.100094742,0.073448718,0,-0.062576978,0.018285173,0.036001895,15,-0.364831895
CAGDF,2017,0.150023444,8.151889988,0.810905035,0.105380193,0,0.175659977,0.02117776,0,0.085938596,0.100126198,0.956478673,15,0.469388375
VVI,2017,0.058400977,6.824263881,1.763095514,0.227407574,1,0.149950158,0.008520444,0,-0.191885196,0.12710852,0.659135405,13,0.084645261
JOBS,2017,0.711538674,7.339939563,2.848986706,0.166401946,0,0.093221621,0.00425317,0,-0.12936164,0.011996477,0.081450378,14,0.299982185
TOPS,2017,0.115056612,5.395661839,0.620365057,0.471535237,0,0.029784802,0.005083517,0,-0.099297794,0.193120373,0.782465706,15,0.384412478
MFCSF,2017,0.141350262,6.354832543,1.457345819,0.318417914,1,0.211380474,0.019230179,0,-0.06770607,0.056238331,0.379532251,13,0.058234875
MIC,2017,0.00900043,8.98831507,1.285459457,0.447142953,1,0.079000234,0.001485001,0,-0.002547649,0.105350876,0.698434539,13,0.098673452
ETOLF,2017,0.015856263,4.400382137,0.583360129,0.271642817,0,0.085479001,0.039856446,0,0.134005056,0.173940257,1.046316978,12,0.311690572
IBIBF,2017,0.038362802,5.546411058,1.906371432,0.433316687,0,0.156459214,0.000574163,0,0.434393483,0.015976373,0.181896565,13,0.020522957
MNTX,2017,0.023828978,5.416935609,1.393838926,0.425670995,0,0.021502034,0.018134706,0.012031232,0.113363057,0.039762332,0.155243619,15,0.230460112
LVS,2017,0.117465075,9.937260763,3.338101834,0.465993136,1,0.226712428,0.029037934,0,-0.104945135,0.092811911,1.239812443,15,0.129009641
HURN,2017,0.016306822,6.944017775,1.377341725,0.330792495,0,0.100140993,0.007965519,0,0.033675434,0.062571365,0.111565123,15,0.012232075
RLLRF,2017,0,2.398894773,1.024929616,0.206339115,0,0.084188539,0.042782542,0,-0.227318136,0.109980928,1.900190718,6,0.412587413
ARC,2017,0.082666274,5.827253009,0.956371216,0.425475436,0,0.150775576,0.000529923,0.017486992,0.033951536,0.101153421,0.774657141,15,-0.028898334
HDIUF,2017,0.00083936,5.921318332,1.519861733,0.250722038,1,0.149255973,0.017926172,0,0.38523423,0.022700273,0.098331201,13,0.313839363
CNSL,2017,0.00420986,8.221243973,1.079181138,0.629505427,1,0.097920049,0.019715807,0,-0.015578391,0.41053597,0.977568117,14,0.425735726
MOS,2017,0.116017474,9.832710948,0.967286861,0.280555347,1,0.063633046,0.00523065,0,0.022733371,0.094115942,0.857911063,14,0.034427877
DGLY,2017,0.042131633,2.57816928,2.337364306,0.324831094,0,-0.798451378,0.117388049,0.216010427,0.085553784,0.028391407,0.157670994,12,-0.120429589
CE,2017,0.06374502,9.163039099,2.221550065,0.381736213,1,0.134933948,0.005783857,0.011726384,0.065527364,0.087439715,0.665338645,14,0.139357951
NP,2017,0.005639098,6.80727174,2.248745577,0.28250774,1,0.149823087,0.035646683,0.009082559,0.171937196,0.141751437,0.940402477,15,0.04078598
ULH,2017,0.027540485,6.414428978,1.827569801,0.406127168,1,0.143809614,0.001542983,0,0.020930507,0.151312169,0.774602353,15,0.134154151
FTD,2017,0.04832835,6.413991602,0.974148167,0.310762299,0,0.11204686,0.002415475,0,-0.458497138,0.037471839,0.211980502,14,-0.033842276
XPLT,2017,0.120468239,3.368846351,1.850308143,0.140540541,0,0.183198485,0.014411061,0,0.092959201,0.113100362,0.139507661,7,0.3089511
HUN,2017,0.046954315,9.234447447,1.524865683,0.224326435,1,0.115189379,0.002883771,0.016511127,0.217981257,-0.135786802,0.691429129,15,-0.134513824
LHCG,2017,0.003589508,6.676708076,1.804230681,0.181788631,0,0.11298321,0.016744387,0,0.120780847,0.031451351,0.113415362,13,0.171905385
EXLS,2017,0.326086508,6.715110622,2.752453881,0.074331787,0,0.135272044,0.003864677,0,0.048037344,0.099167652,0.253567337,13,0.111258506
HPR,2017,0.226119683,7.237566811,0.971566219,0.44453177,0,0.095300516,0.018439824,0,-0.068840574,0.009690042,1.05251793,14,0.413938116
MCESF,2017,0.381410288,4.604539987,0.864854358,0.074356845,0,0.030749372,0.051728309,0,0.047740076,0.03273062,1.006313978,12,0.910133
NM,2017,0.051023182,7.874731901,0.858692972,0.639733899,1,0.03077969,0.00406281,0,-0.043463432,0.010505399,0.984758445,14,0.103070165
PAY,2017,0.06134004,7.750257372,1.532013836,0.35777484,0,0.103755539,0.000332691,0.11310407,0.014624252,0.023080136,0.150482523,14,-0.06082527
DRYS,2017,0.016275102,6.840466312,0.637462631,0.155454181,1,-0.009955879,0.148251335,0,0.023840415,0.575590192,0.851242613,14,0.939307583
CORE,2017,0.023338008,7.485772152,1.506418345,0.289312763,1,0.057503506,0.018760413,0,0.386704067,0.077924264,0.267601683,12,0.062359873
DXCM,2017,0.606791284,6.806939974,6.058655016,0.369759982,0,-0.02920031,0.065019619,0.258037578,0.063267338,0.066253733,0.221656896,14,0.253270539
KBRLF,2017,0.03819615,5.68769713,1.788057707,0.144912318,1,0.106756816,0.043151888,0,0.07022726,0.279543923,0.799595546,11,0.072098008
INFO,2017,0.009193096,9.585648632,1.688415874,0.288112186,0,0.078903974,0.016218367,0,-0.070418568,0.044144726,0.079542956,13,0.31625713
RLGT,2017,0.020059405,5.668293457,1.353595358,0.139607654,1,0.101789045,0.001887426,0,0.048131519,0.065120536,0.08437867,7,-0.006239018
SQIDF,2017,0.368712274,1.380276289,5.721390845,0.63304829,0,-0.877584818,0.409622999,3.763429752,0.113933602,0.086519115,1.411971831,8,-0.318789585
MXGBF,2017,0.013839445,10.54165161,0.611405295,0.376474962,1,0.086845274,0.040902876,0,-0.053830337,0.037018207,0.223834494,13,1.099869317
BLDR,2017,0.019138598,8.00840682,1.698083273,0.593594942,0,0.132661194,0.003377741,0,0.179626988,0.043815225,0.32072995,13,0.104742462
VQSLF,2017,0.421816096,2.501599873,4.133383052,0.008195378,0,-0.056712014,0.046179608,0.024996594,-0.045484347,0.031306343,0.17874119,7,0.284851667
DSX,2017,0.032266215,7.128272986,0.845371438,0.482372173,1,0.023922735,0.024182081,0,0.014512457,-0.376975362,1.037852865,15,0.416929957
KOP,2017,0.050241626,7.090243489,1.797950508,0.564072655,0,0.156723879,0.008818698,0.006099627,0.137643726,0.080153308,0.697883686,14,0.041872617
PEIX,2017,0.068706476,6.579662239,0.783003515,0.335703655,1,0.013558315,0.048170424,0,0.087534847,0.165756856,0.914007575,12,0.004614226
LINC,2017,0.1401429,5.044798367,1.026475102,0.33884404,0,0.01522424,0.031841392,0,-0.157963573,0.295574469,1.39686753,14,0.329810573
EGLE,2017,0.075375765,6.694995133,0.819632733,0.393003031,0,0.033499103,0.055309255,0,0.016663574,0.217403353,0.981392961,12,0.90199449
STB,2017,0.019797475,6.316818056,1.820850331,0.526079435,1,0.141541834,0.001321151,0,0.04081559,0.116042022,0.938639384,12,0.061851668
ACWRF,2017,0.536082474,0.53469055,8.979792818,0.126460481,0,-0.877584818,0.477138315,1.513636364,-0.258419244,0.176632302,1.01443299,7,-0.053763441
PIFYF,2017,0.008933243,6.004449872,1.030012635,0.143886898,0,0.026678808,0.015145279,0,-0.070496116,0.150801524,1.450711698,6,0.035463167
CPS,2017,0.189295169,7.910461477,1.501905785,0.27818926,0,0.167623993,0.0010415,0.035370244,0.030756723,0.137836947,0.586754783,9,0.041819625
GTT,2017,0.056278501,7.494541444,2.034021466,0.692525859,0,0.110944278,0.002599295,0,-0.033811589,0.363299967,0.365810255,9,0.586963856
CNTF,2017,0.002103203,5.856409137,0.517844476,0.049332269,0,0.002323538,0.006308804,0.090226523,0.224009706,0.055181176,0.468756707,14,-0.228984224
NETE,2017,0.349076737,3.476026522,1.918650521,0.216974421,0,-0.187528997,0.030295448,0,-0.213757694,0.077572608,0.029508345,7,0.106434321
TIS,2017,0.011032075,5.847983824,0.984962558,0.488415312,1,0.031099312,0.046693081,0,-0.439522703,0.187556812,1.069909244,14,-0.012219291
ATRC,2017,0.128690643,5.589881893,2.754484954,0.139788722,0,-0.074444162,0.000747139,0.195425719,0.059408899,0.057810119,0.188588889,14,0.126407881
RUTH,2017,0.016733032,5.489334342,3.316325342,0.206529641,1,0.254762574,0.028175275,0,-0.22937595,0.147553037,1.059848159,13,0.074818563
WEB,2017,0.00820455,7.310712578,1.465389646,0.432396342,0,0.10917478,0.012091918,0.093404034,-0.155176666,0.065362378,0.118842327,14,0.054547118
GNK,2017,0.119472649,7.327096336,0.661357893,0.33885989,0,0.033829972,0.046280788,0,-0.011126533,0.018556056,0.973744197,13,0.546605107
CF,2017,0.062021838,9.507700461,1.471293841,0.348510733,1,0.079997029,0.006469391,0,0.003713882,0.090024512,0.98388175,14,0.120759837
THS,2017,0.025885488,8.662037847,1.093093537,0.440503175,0,0.102434551,0.004065741,0.00488757,0.127229941,0.043854792,0.333673628,13,0.018866582
GTE,2017,0.03439238,7.265163254,1.084066524,0.179447811,0,0.171378528,0.370548507,0,-0.042593166,0.072809609,2.032131477,12,0.457930162
CMPR,2017,0.015297026,7.426471093,3.197285074,0.616542123,0,0.113683269,0.041058654,0.024262845,-0.136426709,0.143553456,0.568627673,13,0.194268709
CGJTF,2017,0.009080771,6.442062345,2.004162737,0.638043651,1,0.169985662,0.011744289,0,-0.088895969,0.38091445,1.100685041,11,0.156797583
COLFF,2017,0,5.740079045,0.955545391,0.355367756,0,0.079260276,0.006043837,0,0.231406446,0.040946482,0.155865363,11,-0.057155209
AIDEF,2017,0.223302068,9.781206918,1.20839828,0.345745282,0,0.130014691,0.010431063,0,-0.209910724,0.144423099,0.78127472,12,0.107310758
SIMO,2017,0.556279658,6.542085719,3.020146627,0.036036971,1,0.168811587,0.054303458,0.194979404,0.008135707,0.030817376,0.143868237,13,-0.05887303
MDLNF,2017,0.016410004,4.293850944,2.002137669,0.017392966,0,-0.314643403,0.174509403,0,-0.030649301,0.135990061,2.032131477,5,-0.243582742
LEAT,2017,0.123221267,2.548663616,1.397294762,0.040500391,0,0.05488663,0.059795813,0.067150904,0.316340891,0.14511337,0.437685692,7,0.225060533
BURG,2017,0.014544611,3.407278852,0.910700573,0.296657059,1,-0.018454097,0.011718678,0,-0.448762548,-0.005400391,0.537388596,8,-0.00645053
KONA,2017,0.055556161,4.519601404,1.131041732,0.410679855,0,-0.064303533,0.002599285,0,-0.137899106,0.120502402,1.71099903,14,0.05638173
SSKN,2017,0.105329916,3.654055063,0.562383319,0.274313375,0,0.114131138,0.035371976,0.054405545,-0.025601201,0.201004375,0.477259196,13,-0.009698649
DISCA,2017,0.332121481,10.02371205,1.178615828,0.655508756,0,0.195344713,0.044772272,0,0.027887386,0.110618488,0.084282864,14,0.057872864
PZRIF,2017,0.013938478,5.856606561,1.646209832,0.134421061,1,0.100044058,0.000359488,0,0.000509247,0,0.029508345,12,0.007952905
CRFQF,2017,0.040458295,4.096608664,0.579392544,0.36414128,0,0.047908075,0.038720756,0,-0.290358521,0.093687641,1.011607024,5,0.381015286
ERILF,2017,0.000960793,4.458837202,1.323839004,0.168821698,0,-0.031127369,0.066924293,0,-0.176774283,0.123328742,0.373586303,7,0.047149262
TROX,2017,0.363692434,8.489616424,1.340922636,0.646998355,1,0.076480263,0.014367453,0.004711425,0.107319079,-0.239514803,0.657072368,13,-0.188724319
HGHAF,2017,0.0917603,5.587248658,0.916862959,0.006367041,1,0.215730337,0.00899394,0,0.109363296,0.047940075,1.288389513,11,0.010576923
QSR,2017,0.050576012,9.962864337,1.60162134,0.571201734,1,0.099813886,0.001136205,0,-0.046118689,0.021179353,0.129884326,13,0.103791789
SPR,2017,0.080773758,8.569368097,2.553701355,0.218497285,1,0.218212537,0.030491776,0.004467994,0.11477277,0.103591632,0.721458673,12,0.027985102
ACCO,2017,0.027473116,7.937053216,1.188433711,0.33310707,0,0.107784645,0.005130283,0.012058703,0.076560323,0.067307349,0.230502662,14,0.251557382
BIDU,2017,0.47299864,10.56333348,2.649394932,0.173067767,0,0.108811903,0.006466632,0.152436631,-0.198448328,0.068745772,0.103699223,14,0.2828088
SSW,2017,0.043088445,8.678996005,0.819607794,0.525601627,1,0.080852759,0.011229679,0,-0.05372599,0.002795611,1.065935631,14,-0.053059272
NXTM,2017,0.19939256,5.785758697,5.27839612,0.044040918,0,0.038230624,0.005991948,0.100542975,0.125959297,0.103854386,0.592327465,14,0.075231046
BKD,2017,0.071869672,8.945782072,1.042297096,0.669966148,0,0.087512665,0.000332691,0,-0.097132559,-0.112395509,1.161686437,13,-0.046185438
KS,2017,0.008443179,8.108919643,1.320372793,0.439630744,1,0.1258691,0.009008368,0,0.113498105,0.096280519,0.670390209,12,0.077472567
HOLI,2017,0.315035899,6.964375659,1.586151661,0.027518913,1,0.07665173,0.035897491,0.069705957,0.216384724,0.017451387,0.121650379,12,-0.206461213
CROX,2017,0.320532652,6.298388428,2.257420502,0.001298522,1,0.124067722,0.046835062,0.013092164,0.172447788,0.050165994,0.233288884,14,-0.012313358
SPWR,2017,0.131927411,8.196798929,1.285019216,0.582700477,0,-0.038732664,0.013891817,0.043158692,-0.061575824,0.070735957,0.556533549,14,-0.268697926
UAA,2017,0.077996599,8.295640125,2.088421428,0.228897153,0,0.08223635,0.0540322,0,0.240821922,0.095845188,0.352628204,14,0.031338342
GASS,2017,0.0551933,6.903974139,0.598800834,0.38636715,0,0.062251939,0.007464454,0,-0.071163571,0.059461407,1.156076031,12,0.070629701
APTOF,2017,0.24678839,3.558400541,1.578019483,0.186657931,0,0.229384453,0.018443862,0.00489862,0.030506737,0.054803885,0.045347082,4,0.144193981
LDOS,2017,0.046941046,9.103868127,1.709685206,0.346051168,1,0.113570634,0.031292265,0.004129794,0.005561735,0.037931034,0.060734149,11,0.443986937
MSIXF,2017,0.022340701,6.697367525,2.03652227,0.329723426,1,0.140281635,0.004352107,0,0.072231478,0.051495181,0.078647858,12,0.066037561
DHT,2017,0.044664625,7.456163929,0.760406999,0.45432266,1,0.089015468,0.04254603,0,0.003940486,0.236411852,1.112617358,14,-0.002690936
ARII,2017,0.079328042,7.29534558,1.08899243,0.370302954,1,0.09402576,0.027879302,0,0.035116117,0.153607307,1.076850823,14,-0.25392211
CTXXF,2017,0.018836141,1.876406943,1.379160796,0.394486983,0,-0.141347626,0.041986763,0,0.053445636,0.106584992,0.953751914,3,-0.196374622
VNWTF,2017,0.459764427,5.267832386,1.156540117,0.01267043,1,0.064393412,0.081764806,0.169199552,0.109616227,-0.079563906,0.193587464,13,-0.340902593
YGRAF,2017,0,5.93550512,1.519501733,0.224878447,0,0.137833758,0.064577137,0,-0.029637973,0.285965455,1.217287848,6,1.673831393
URG,2017,0.043897967,4.481464647,1.69472042,0.219953827,0,0.108890498,0.006758251,0,-0.02937848,0.067470916,0.945317097,13,0.405163889
VIAB,2017,0.058612541,10.07314594,1.268501308,0.469195713,1,0.127647903,0.002510154,0,0.027808254,0.015317748,0.125453625,13,0.062059577
CPA,2017,0.221941057,8.355363671,1.831343946,0.276181532,1,0.142115167,0.020352162,0,-0.18900001,0.110546585,0.894409291,14,0.137591258
EVK,2017,0.256645115,5.501225557,0.718401417,0.154005029,0,0.088835554,0.000861552,0.002574709,0.04007886,0.058226391,0.218072427,11,0.058357484
SBLK,2017,0.123536419,7.671250945,0.829612949,0.478703157,0,0.055356041,0.033632568,0,-0.080031168,0.09966054,1.041787447,12,0.494673714
LYV,2017,0.244121241,8.923226538,2.022965123,0.306486993,0,0.076307027,0.00038459,0,-0.30065684,0.082702059,0.268344673,14,0.237286614
PBKOF,2017,0.049865512,5.430546662,2.542353487,0.443716761,1,0.187086571,0.011874811,0,0.145316593,0.08356186,0.803718338,12,0.159244199
LQSIF,2017,0.006046543,5.876059307,1.289332159,0.287063484,1,0.082140392,0.003845382,0,0.174247058,-0.005482573,0.318875876,13,-0.240086196
CCNI,2017,0.306812806,3.233330846,1.38907901,0.033669768,0,0.160976187,0.058413651,0,0.218814067,0.019318719,0.049992115,5,0.05160896
MAMS,2017,0.047276002,3.282864195,4.105135825,0.304667567,0,0.178373105,0.015670572,0.119983542,-0.081157136,0.022324779,0.067912352,7,-0.019123308
